keyword,playlist_name,playlist_description,playlist_url,track_name,artist,artist_genres,track_url,song
french restaurant,French Cafe Lounge,"The Official French Cafe Lounge Playlist - Over 250,000 followers and growing every day! Send requests to: kamdiba@gmail.com",https://open.spotify.com/playlist/3x6xRt9FnSbfPbgiO6incZ,Waiting For The Time,The French Note,french jazz,https://open.spotify.com/track/6cXPcKbfRbWMhozYBc9fWA,
french restaurant,French Cafe Lounge,"The Official French Cafe Lounge Playlist - Over 250,000 followers and growing every day! Send requests to: kamdiba@gmail.com",https://open.spotify.com/playlist/3x6xRt9FnSbfPbgiO6incZ,On saura pas,Presque Oui,french jazz,https://open.spotify.com/track/252y7cLUYBijSJo1Qd8Yap,
french restaurant,"Le Petit Bistrot , modern French mixed music list for restaurante ( modern fransk spellista ).",Music list for restaurant &#x2F; bistro environment with French modern sound . Mixed new and old songs and songs with derivation to France.  - updated regularly (when new suitable songs are found). - Chansons francaises modernes.,https://open.spotify.com/playlist/4YJ8JthYy1D3g6pyuKFWr5,Le temps est bon,Bon Entendeur,"french indie pop, french house, french pop",https://open.spotify.com/track/2U5kSevItDmL0XzSDyemRp,
french restaurant,"Le Petit Bistrot , modern French mixed music list for restaurante ( modern fransk spellista ).",Music list for restaurant &#x2F; bistro environment with French modern sound . Mixed new and old songs and songs with derivation to France.  - updated regularly (when new suitable songs are found). - Chansons francaises modernes.,https://open.spotify.com/playlist/4YJ8JthYy1D3g6pyuKFWr5,Battez-vous,Brigitte,"chanson, french house, french pop, variété française, french indie pop",https://open.spotify.com/track/7IlmHApoMCIv39Z5JRZyrk,
french restaurant,"Le Petit Bistrot , modern French mixed music list for restaurante ( modern fransk spellista ).",Music list for restaurant &#x2F; bistro environment with French modern sound . Mixed new and old songs and songs with derivation to France.  - updated regularly (when new suitable songs are found). - Chansons francaises modernes.,https://open.spotify.com/playlist/4YJ8JthYy1D3g6pyuKFWr5,Chou wasabi (feat. Micky Green),Julien Doré,"variété française, french pop, chanson, french house, french indie pop",https://open.spotify.com/track/1mZbP5dp7CAU2qZI2I6OiV,
french restaurant,Côte D'Azur Chill & Relax Café,Chilled and relaxing cafe and restaurant music. Inspired by the lovely french coast atmosphere.,https://open.spotify.com/playlist/5AVcGAxYdaF3nYdh5YVe6A,New Orleans,Living Room,"lo-fi, lo-fi beats",https://open.spotify.com/track/6y7X91V6qWlUCBje4qcCy9,Chilled and relaxing
french restaurant,Côte D'Azur Chill & Relax Café,Chilled and relaxing cafe and restaurant music. Inspired by the lovely french coast atmosphere.,https://open.spotify.com/playlist/5AVcGAxYdaF3nYdh5YVe6A,Tarantino Margarita,l'eupe,"lo-fi beats, lo-fi",https://open.spotify.com/track/43pdAzscfICwnhkWncwBg2,Chilled and relaxing
italian restaurant 计数,,,,,,,9,
italian restaurant,Italian Music Restaurant ,"Eat in Italy: music for cooking pizza, spaghetti, lasagna e gelato. Authentic italian sound",https://open.spotify.com/playlist/1mC9cVph2HgMYgo4ysiecg,'O Surdato 'Nnamurato,Roberto Murolo,"canzone napoletana, italian singer-songwriter",https://open.spotify.com/track/6L1Ua51xVRZ1K5h3Gw9QNw,
italian restaurant,Italian Mafia Music,,https://open.spotify.com/playlist/1fUODRPMuKuyjriCYLzquA,That's Amore - 1996 Digital Remaster,Dean Martin,"christmas, adult standards, big band, swing music",https://open.spotify.com/track/7ha6LU5Dle7FGBh0I9LZIa,
italian restaurant,Italian Mafia Music,,https://open.spotify.com/playlist/1fUODRPMuKuyjriCYLzquA,Ain't That A Kick In The Head - Remastered 1997,Dean Martin,"christmas, adult standards, big band, swing music",https://open.spotify.com/track/4qQ8sToR3GNossXlwSlyKz,
italian restaurant,Italian Mafia Music,,https://open.spotify.com/playlist/1fUODRPMuKuyjriCYLzquA,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Dean Martin,"christmas, adult standards, big band, swing music",https://open.spotify.com/track/5OkKOkdVTKFrYi6GWXkMzR,
italian restaurant,"Best Italian Restaurant Music - Jazz, Lounge, Happy Hour", ,https://open.spotify.com/playlist/1nY5MAq8ireRzv0pDklf5B,Tu Vuo Fa L'americano,Melania,"canzone napoletana, electro swing, bossa nova, lounge",https://open.spotify.com/track/7yuVO1kutIdrbq8o4cZVdx,
italian restaurant,"Best Italian Restaurant Music - Jazz, Lounge, Happy Hour",,https://open.spotify.com/playlist/1nY5MAq8ireRzv0pDklf5B,La felicità (feat. Peter Cincotti),Simona Molinari,electro swing,https://open.spotify.com/track/0PCETLK5gFG86OPigGDw2e,
italian restaurant,"ITALIAN RESTAURANT CHILL | Musica Italiana  Lounge, Jazz, Chillout | SUMMER 2025",,https://open.spotify.com/playlist/7a0G8ma3bg3ZJATFh7DylA,Figli Delle Stelle,Papik,"acid jazz, nu jazz, lounge, bossa nova",https://open.spotify.com/track/6ZwCQqYV45nxlvuAq1MzbO,
italian restaurant,"ITALIAN RESTAURANT CHILL | Musica Italiana  Lounge, Jazz, Chillout | SUMMER 2025",,https://open.spotify.com/playlist/7a0G8ma3bg3ZJATFh7DylA,Tutta La Vita,Bodyles,"acid jazz, nu jazz, jazz house",https://open.spotify.com/track/5yIxnNFhGHA8tlr7knFLr3,
italian restaurant,"ITALIAN RESTAURANT CHILL | Musica Italiana  Lounge, Jazz, Chillout | SUMMER 2025",,https://open.spotify.com/playlist/7a0G8ma3bg3ZJATFh7DylA,La Gatta,Papik,"acid jazz, nu jazz, lounge, bossa nova",https://open.spotify.com/track/1ve8SQKIKHUSTYZgOEcRTV,
mexican restaurant 计数,,,,,,,10,
mexican restaurant,Mexican Restaurant Con Sabor,Música variada en español que te guía en un viaje lleno de emociones y gratos recuerdos. ¡Viva Mexico!,https://open.spotify.com/playlist/0CB9SH5F2G9vevtrE7KiFp,un x100to,Grupo Frontera,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/track/6pD0ufEQq0xdHSsRbg9LBK,
mexican restaurant,Mexican Restaurant Con Sabor,Música variada en español que te guía en un viaje lleno de emociones y gratos recuerdos. ¡Viva Mexico!,https://open.spotify.com/playlist/0CB9SH5F2G9vevtrE7KiFp,La Chona,Los Tucanes De Tijuana,"corrido, norteño, cumbia norteña, música mexicana, banda",https://open.spotify.com/track/6pq7EtEDWgD5Sh02RJaXK7,
mexican restaurant,Chipotle Music,Some songs from Chipotle Mexican Grills&#x27;s national restaurant playlist.,https://open.spotify.com/playlist/4UDT7yID7U83nIEyf1SBYU,Tir Ha mor,Gwenno,space rock,https://open.spotify.com/track/344GtQ4nv34fXhh2G0sh7S,
mexican restaurant,Chipotle Music,Some songs from Chipotle Mexican Grills&#x27;s national restaurant playlist.,https://open.spotify.com/playlist/4UDT7yID7U83nIEyf1SBYU,Infin Path,Neggy Gemmy,vaporwave,https://open.spotify.com/track/2rV0KYT03fnYEU9oYMGrfF,
mexican restaurant,Mexican/American Restaurant LH,"This is Los Huicholes Restaurant Playlist, just like our food, we got a little bit of everything for every taste",https://open.spotify.com/playlist/2cyymp3z1tzpo0TfTHvKO5,Son De La Negra,Mariachi Vargas De Tecalitlán,"mariachi, música mexicana, ranchera",https://open.spotify.com/track/14mPMMwXf9GHp1Tw435f2d,
mexican restaurant,Mexican/American Restaurant LH,"This is Los Huicholes Restaurant Playlist, just like our food, we got a little bit of everything for every taste",https://open.spotify.com/playlist/2cyymp3z1tzpo0TfTHvKO5,México En La Piel,Luis Miguel,"mariachi, bolero, latin pop",https://open.spotify.com/track/5BPq1UQa1NSN647R6IzD3n,
mexican restaurant,Mexican/American Restaurant LH,"This is Los Huicholes Restaurant Playlist, just like our food, we got a little bit of everything for every taste",https://open.spotify.com/playlist/2cyymp3z1tzpo0TfTHvKO5,"Corro, Vuelo, Me Acelero",Timbiriche,latin pop,https://open.spotify.com/track/4yGUOyywIWCCvXq7FRMhGA,
mexican restaurant,Mexican Restaurant Music,Señor Tequila 🇲🇽 Restaurant @KcMo ,https://open.spotify.com/playlist/0yMaquoSkLlSsp0vmKkdXH,Dile a El,Rauw Alejandro,"reggaeton, urbano latino, trap latino, latin",https://open.spotify.com/track/13Tbv4nflNxg9kYBIbJnd9,
mexican restaurant,Mexican Restaurant Music,Señor Tequila 🇲🇽 Restaurant @KcMo ,https://open.spotify.com/playlist/0yMaquoSkLlSsp0vmKkdXH,TULUM,Peso Pluma,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda",https://open.spotify.com/track/7bPp2NmpmyhLJ7zWazAXMu,
mexican restaurant,Mexican Restaurant Music,Señor Tequila 🇲🇽 Restaurant @KcMo ,https://open.spotify.com/playlist/0yMaquoSkLlSsp0vmKkdXH,Ojitos Lindos,Bad Bunny,"reggaeton, trap latino, latin, urbano latino",https://open.spotify.com/track/3k3NWokhRRkEPhCzPmV8TW,
indian restaurant 计数,,,,,,,10,
indian restaurant,Bombay Mahal ,Maine’s Oldest Indian Restaurant ,https://open.spotify.com/playlist/6cHjhElQnzm0riYZb7fRyW,Jaani Tera Naa,Sunanda Sharma,"bhangra, punjabi pop, desi, desi pop, bollywood",https://open.spotify.com/track/0LZA36VEmc6n0Y7X29zIgE,
indian restaurant,Bombay Mahal ,Maine’s Oldest Indian Restaurant ,https://open.spotify.com/playlist/6cHjhElQnzm0riYZb7fRyW,Naah,Harrdy Sandhu,"punjabi pop, bhangra, desi pop, desi, hindi pop, bollywood",https://open.spotify.com/track/0zRsGGueSQLRkYWs4kPA4V,
indian restaurant,MAZU Restaurant Playlist,"Tune into our house curated playlist. A mix of Indian, Tiawanese and Israeli music.",https://open.spotify.com/playlist/7cUZdyFEa9UqpaaJhKjjZQ,עוד יום,Full Trunk,mizrahi,https://open.spotify.com/track/6DNfX5wKJklQeVVfqKZASC,
indian restaurant,MAZU Restaurant Playlist,"Tune into our house curated playlist. A mix of Indian, Tiawanese and Israeli music.",https://open.spotify.com/playlist/7cUZdyFEa9UqpaaJhKjjZQ,Lover,Diljit Dosanjh,"bhangra, punjabi pop, punjabi hip hop, desi, bollywood, desi pop",https://open.spotify.com/track/0XwRlvv3KlOu4HWlOH34XG,
indian restaurant,Bollywood Vibe Playlist for Indian Restaurant ,"Upbeat, Bollywood classics, Jazz, Vibrant, Modern for an Indian Fusion or Traditional Restaurant",https://open.spotify.com/playlist/3EK2tvsomokqOkSDD5k4iE,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Raghav,"bollywood, desi pop, desi, hindi indie, hindi pop",https://open.spotify.com/track/6IR6mzRO60hnMjNoq8rCPE,"Upbeat, Bollywood classics, Jazz, Vibrant"
indian restaurant,Bollywood Vibe Playlist for Indian Restaurant ,"Upbeat, Bollywood classics, Jazz, Vibrant, Modern for an Indian Fusion or Traditional Restaurant",https://open.spotify.com/playlist/3EK2tvsomokqOkSDD5k4iE,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,"indian indie, hindi indie, desi pop, desi, hindi pop",https://open.spotify.com/track/0M0ANKNzmM4Odd7FNKghzW,"Upbeat, Bollywood classics, Jazz, Vibrant"
indian restaurant,Indian Restaurant Music,,https://open.spotify.com/playlist/70WwETHhR5ZAuXujy3etG7,Jab Se Tere Naina,Monty Sharma,"bollywood, sufi, hindi pop",https://open.spotify.com/track/0gRNu9dVzi5aC87AI1empZ,
indian restaurant,Indian Sitar & Tabla,,https://open.spotify.com/playlist/6d3siRS02NrkJIoLv1TbnU,Tabla - Dhwani - Digitally Remastered,Traditional,"medieval, traditional music, sufi, bhajan, gregorian chant, qawwali",https://open.spotify.com/track/3pJU0qKkIDjSDICaoJyRNq,
indian restaurant,Indian and Eastern House and Chill,,https://open.spotify.com/playlist/2Y576mBSNcPfmdgPIOnJIM,Kamala,Siva Prayojan,melodic techno,https://open.spotify.com/track/2vAZguJzFHKTCxgoxqOQ2I,
indian restaurant,Indian Lounge Chill ,,https://open.spotify.com/playlist/0Pv1zlkhve0c4EKk3VoUY1,Time - India Tabla Mix,Rainman,lounge,https://open.spotify.com/track/0lZDCkSlyBld2Qko7FsidW,
