keyword,playlist_name,playlist_description,playlist_url,track_name,artist,artist_genres,track_url
french restaurant,"Le Petit Bistrot , modern French mixed music list for restaurante ( modern fransk spellista ).",Music list for restaurant &#x2F; bistro environment with French modern sound . Mixed new and old songs and songs with derivation to France.  - updated regularly (when new suitable songs are found). - Chansons francaises modernes.,https://open.spotify.com/playlist/4YJ8JthYy1D3g6pyuKFWr5,Battez-vous,Brigitte,"chanson, french house, french pop, variété française, french indie pop",https://open.spotify.com/track/7IlmHApoMCIv39Z5JRZyrk
french restaurant,Vintage French Music,Vintage French Music,https://open.spotify.com/playlist/73xZRH7MPyPZUoRkgLgnth,Charmaine,Lucienne Delyle,"chanson, french jazz",https://open.spotify.com/track/2uNiq51Fa0FofcRalL6tFU
french restaurant,Vintage French Music,Vintage French Music,https://open.spotify.com/playlist/73xZRH7MPyPZUoRkgLgnth,Sympathique,Pink Martini,"french jazz, lounge",https://open.spotify.com/track/1bjYzPRj1iuPp3iR67JRY2
french restaurant,FRENCH RESTAURANT,"Restaurant francais. French music dinner in a French restaurant. Jazz, chanson française, bossa nova (Françoise Hardy, Jacques Dutronc, Serge Gainsbourg, Henri Salvador, Philippe Katerine, Brigitte Bardot, ...)",https://open.spotify.com/playlist/0fAR6gRpoVcmjRtmHHgcDh,Je t'aime moi non plus,Serge Gainsbourg,"chanson, variété française, french pop, french jazz, french house",https://open.spotify.com/track/5P0tWr5JZqDoi5wq2OalFH
french restaurant,FRENCH RESTAURANT,"Restaurant francais. French music dinner in a French restaurant. Jazz, chanson française, bossa nova (Françoise Hardy, Jacques Dutronc, Serge Gainsbourg, Henri Salvador, Philippe Katerine, Brigitte Bardot, ...)",https://open.spotify.com/playlist/0fAR6gRpoVcmjRtmHHgcDh,Mon manque,Andréel,"french jazz, bossa nova, french indie pop",https://open.spotify.com/track/0manV4SxfhGQotHWFhS19y
italian restaurant,Italian Restaurant Instrumental Music,"Classic background jazz songs to create the ideal relaxed atmosphere for your restaurant, cafe or bar.",https://open.spotify.com/playlist/1K08nsaptX83ChlW9tzSaj,Bait Breath,Jazz Muzak,,https://open.spotify.com/track/67pEXUa4PN1R6zaUhy5lkh
italian restaurant,Italian Restaurant Instrumental Music,"Classic background jazz songs to create the ideal relaxed atmosphere for your restaurant, cafe or bar.",https://open.spotify.com/playlist/1K08nsaptX83ChlW9tzSaj,Jazz Rilassato Con la Chitarra,Italian Jazz Café Bar,,https://open.spotify.com/track/0ldqdA2PtaCrSXxutkritD
italian restaurant,Italian restaurant 🇮🇹 | musica soft Ristorante italiano | background music for dinner / lunch,italian classic hits - popular italian songs - italian folk songs- wedding dinner - wedding background music - successi italiani - musica per ristorante - elegant music restaurant,https://open.spotify.com/playlist/0l02pjIfzPKwsiWcc7lB7a,Volare (Nel Blu Dipinto Di Blu),David Bowie,"glam rock, art rock",https://open.spotify.com/track/2l2BAqTqhNkQqalBby0NYi
italian restaurant,Italian restaurant 🇮🇹 | musica soft Ristorante italiano | background music for dinner / lunch,italian classic hits - popular italian songs - italian folk songs- wedding dinner - wedding background music - successi italiani - musica per ristorante - elegant music restaurant,https://open.spotify.com/playlist/0l02pjIfzPKwsiWcc7lB7a,Mambo Italiano,Dean Martin,"christmas, adult standards, big band, swing music",https://open.spotify.com/track/7DuqCAxfOEKBfQgrnWfHrh
italian restaurant,Italian Dinner Music,The perfect playlist for that romantic spaghetti and meatball dinner you have been planning.,https://open.spotify.com/playlist/1NZBcsGRBovle7HEYFF47u,Anna,Giuseppe Caiani,,https://open.spotify.com/track/4mcLSBFzlsvlolMAqrbV72
italian restaurant,Italian Dinner Music,The perfect playlist for that romantic spaghetti and meatball dinner you have been planning.,https://open.spotify.com/playlist/1NZBcsGRBovle7HEYFF47u,Italian Restaurant for One,Italian Social Club,,https://open.spotify.com/track/4zuic4CVOHN9shgFcVIjw7
italian restaurant,Italian Cafe & Bistro,Romantic &amp; relaxing music of Italy to set an atmospheric background to any occasion! Check out my profile for more – thanks!,https://open.spotify.com/playlist/5JUdMDPn1dVKnYKwFitPp7,Sei Nei Miei Sogni,Massimo Pauselli,,https://open.spotify.com/track/6gjgZzwxhA8gVroS5i3Te2
italian restaurant,Italian Cafe & Bistro,Romantic &amp; relaxing music of Italy to set an atmospheric background to any occasion! Check out my profile for more – thanks!,https://open.spotify.com/playlist/5JUdMDPn1dVKnYKwFitPp7,Fellini Days,Italian Social Club,,https://open.spotify.com/track/2viYKNDX5KOD8FTZ2pFAkq
mexican restaurant,drunk mexican dad music,highkey nostalgic,https://open.spotify.com/playlist/3xnVRQQvS7jeaHPVEyYUDu,El Gigante De Hierro,Grupo Sonador,"cumbia sonidera, cumbia",https://open.spotify.com/track/4HswuCNDyzUiRFfb8DH5Ub
mexican restaurant,drunk mexican dad music,highkey nostalgic,https://open.spotify.com/playlist/3xnVRQQvS7jeaHPVEyYUDu,Cómo Te Voy A Olvidar,Los Ángeles Azules,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/track/51dNexiESqcJLsGLrmg1Nv
mexican restaurant,Mexican Party Bangerz,Guranteed to get your tias and tios on their feet.,https://open.spotify.com/playlist/3t3ZFBfz6SP9R7X0MBYngO,Suavemente,Elvis Crespo,"merengue, latin dance, salsa, latin",https://open.spotify.com/track/1YwPNemawMgGe6sF4U0FTE
mexican restaurant,Mexican Party Bangerz,Guranteed to get your tias and tios on their feet.,https://open.spotify.com/playlist/3t3ZFBfz6SP9R7X0MBYngO,Camaron Pelao,Banda El Recodo,"banda, norteño, música mexicana, grupera, corrido",https://open.spotify.com/track/3n6Ne0aeUxttPF4S4y2vuy
indian restaurant,Indian Restaurant,Enjoy this subtle blend of classical flavours for your delight,https://open.spotify.com/playlist/4S8yzCFWjOhCypyCl32BMy,Summer: Rag Desh (feat. Will Marsh),Daniel Paul,,https://open.spotify.com/track/2MoSaMxfyQSdnfWQwpUTCh
indian restaurant,Indian Restaurant,Enjoy this subtle blend of classical flavours for your delight,https://open.spotify.com/playlist/4S8yzCFWjOhCypyCl32BMy,Maharaj Eki Sajey Ele,Tejendra Majumdar,,https://open.spotify.com/track/7sbk4CBnREBBuWoVsw8n0C
indian restaurant,Indian Traditional Music,Traditional melodies and raga music from India.🪷🐘,https://open.spotify.com/playlist/3WDpoTFEJcnzELlGnHzp7A,Raag Jan Sammohini,Baluji Shrivastav,,https://open.spotify.com/track/2YslUCc6hajPui3BwhUUQs
indian restaurant,Indian Traditional Music,Traditional melodies and raga music from India.🪷🐘,https://open.spotify.com/playlist/3WDpoTFEJcnzELlGnHzp7A,Pahadu Dhun,Hariprasad Chaurasia,,https://open.spotify.com/track/2U964AIBMwnj4Y8wUmJl27
indian restaurant,Bombay Mahal ,Maine’s Oldest Indian Restaurant ,https://open.spotify.com/playlist/6cHjhElQnzm0riYZb7fRyW,Jaani Tera Naa,Sunanda Sharma,"bhangra, punjabi pop, desi, desi pop, bollywood",https://open.spotify.com/track/0LZA36VEmc6n0Y7X29zIgE
indian restaurant,Bombay Mahal ,Maine’s Oldest Indian Restaurant ,https://open.spotify.com/playlist/6cHjhElQnzm0riYZb7fRyW,Naah,Harrdy Sandhu,"punjabi pop, bhangra, desi pop, desi, hindi pop, bollywood",https://open.spotify.com/track/0zRsGGueSQLRkYWs4kPA4V
